,Company/Brand,Stage,Amount,About,Year,Headquarter,Sector,Founded,Investor
2393,Tilt,Other Funding Types,125000.0,A bike-share for Indian campuses,2021,Bangalore,Transportation & Logistics,2016.0,Y Combinator
2394,NeoDove,Early-Stage Funding,15000000.0,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2021,Jaipur,IT & Technology,2020.0,India Quotient
2395,Zaara Biotech,Other Funding Types,10000000.0,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,Kottayam,Healthcare & Life Sciences,2016.0,TCN International Commerce
2396,KreditBee,Early-Stage Funding,75000000.0,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,Bangalore,Financial Services,2018.0,"Alpine Capital, PremjiInvest"
2397,True Balance,Special Funding Types,10000000.0,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2021,Gurugram,Financial Services,2014.0,"Bon Angels Venture Partners, Daesung Private Equity"
2398,Muvin,Early-Stage Funding,1000000.0,Youth Neobank enabling financial solutions for the teenagers and young people,2021,Bangalore,Financial Services,2020.0,Undisclosed
2399,Purplle,Other Funding Types,45000000.0,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2021,Mumbai,Consumer Goods,2011.0,"Spring Marketing Capital, Verlinvest"
2400,FloBiz,Mid-Stage Funding,10000000.0,India’s first neobusiness platform,2021,Bangalore,IT & Technology,2019.0,Elevation Capital
2401,Jeevam Health,Early-Stage Funding,1500000.0,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,2021,New Delhi,Healthcare & Life Sciences,2020.0,Y Combinator
2402,NewLink Group,Other Funding Types,200000000.0,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2021,Overseas,IT & Technology,2016.0,Bain Capital
2403,OZiva,Mid-Stage Funding,12000000.0,OZiva is a plant-based Clean Nutrition Brand.,2021,Mumbai,Healthcare & Life Sciences,2016.0,"F-Prime Capital, Eight Roads Ventures India"
2404,Blive,Early-Stage Funding,1000000.0,B: Live is an electric vehicle tourism startup.,2021,Panaji,Travel & Tourism,2004.0,"Mumbai Angels, DNA Entertainment Networks"
2405,Nazara Technologies,Other Funding Types,30000000.0,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,Mumbai,Media & Entertainment,2000.0,"Hornbill Capital Advisers, Plutus Wealth Management"
2406,Euler Motors,Mid-Stage Funding,2600000.0,Electric Light Commercial Vehicle,2021,New Delhi,Manufacturing,2018.0,"ADB Ventures, Jetty Ventures"
2407,Pixxel,Early-Stage Funding,7300000.0,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2021,Bangalore,IT & Technology,2019.0,"Techstars, Ryan Johnson"
2408,Prescinto,Early-Stage Funding,3500000.0,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2021,Gujarat,Energy,2016.0,"Venture Catalysts, 9Unicorns Accelerator Fund"
2409,MyGlamm,Late-Stage Funding,20000000.0,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2021,Mumbai,Consumer Goods,2015.0,Bessemer Venture Partners
2410,Chirrup,Early-Stage Funding,300000.0,Video integrated social-gaming platform,2021,Bangalore,Media & Entertainment,2020.0,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
2411,Policybazaar,Other Funding Types,75000000.0,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2021,Gurugram,Financial Services,2008.0,"Falcon Edge Capital, White Oak Global Advisors"
2412,Livve Homes,Other Funding Types,5000000.0,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2021,Bangalore,Real Estate,2017.0,Angel investors
2413,Juicy Chemistry,Mid-Stage Funding,6300000.0,Juicy Chemistry operates as an eponymous consumer brand.,2021,Coimbatore,Healthcare & Life Sciences,2014.0,Akya Ventures
2414,Svasti Microfinance,Other Funding Types,4000000.0,Svasti works with urban slum dwellers women microentrepreneurs.,2021,Mumbai,Financial Services,2008.0,"Kayenne Ventures, Nordic Microfinance Initiative"
2415,Nexprt,Other Funding Types,2000000.0,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2021,New Delhi,Business Services,2020.0,Titan Capital
2416,Wysa,Other Funding Types,3500000.0,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,Bangalore,IT & Technology,2015.0,"Kae Capital, Pi Ventures"
2417,Ankur capital,Other Funding Types,40000000.0,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2021,Mumbai,Financial Services,2011.0,Undisclosed
2418,Indifi,Special Funding Types,5000000.0,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,Gurugram,Financial Services,2015.0,"Elevar Equity, Accel India"
2419,Firmway,Early-Stage Funding,3500000.0,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2021,Mumbai,Financial Services,2016.0,Undisclosed
2420,Say Cheese,Early-Stage Funding,1000000.0,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,Mumbai,Healthcare & Life Sciences,2020.0,Undisclosed
2421,Indic Inspirations,Other Funding Types,300000.0,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2021,Pune,Media & Entertainment,2019.0,Marquee investors
2422,Bimaplan,Early-Stage Funding,500000.0,Affordable insurance for the next billion Indians,2021,Mumbai,Financial Services,2020.0,"Titan Capital, Y Combinator"
2423,YAP,Mid-Stage Funding,10000000.0,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,Chennai,Financial Services,2014.0,"Jitendra Gupta, Better Capital"
2424,Leap Finance,Mid-Stage Funding,17000000.0,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,Bangalore,Financial Services,2019.0,Jungle Ventures
2425,BlackSoil NBFC,Other Funding Types,3000000.0,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2021,Mumbai,Financial Services,2010.0,Undisclosed
2426,OYO,Other Funding Types,200000000.0,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2021,Gurugram,Travel & Tourism,2012.0,Hindustan Media Venture
2427,Max Healthcare,Other Funding Types,140000000.0,Max Healthcare is one of the leading chain of hospitals in India.,2021,New Delhi,Healthcare & Life Sciences,2000.0,"Radiant Life Care Private Ltd, Life Healthcare"
2428,4baseCare,Early-Stage Funding,2000000.0,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,Bangalore,Healthcare & Life Sciences,2018.0,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
2429,Ezstays,Early-Stage Funding,400000.0,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,New Delhi,Education,2019.0,Richard Rekhy
2430,Stylework,Early-Stage Funding,500000.0,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,Gurugram,Real Estate,2017.0,Inflection Point Ventures
2431,Kinara Capital,Other Funding Types,6000000.0,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,Bangalore,Financial Services,2011.0,"GAWA Capital, Gaja Capital"
2432,Riskcovry,Mid-Stage Funding,5000000.0,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,Bangalore,Financial Services,2018.0,"Better Capital, Bharat Inclusion Seed Fund"
2433,NODWIN,Other Funding Types,20000000.0,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,Gurugram,Media & Entertainment,2012.0,Krafton
2434,Quizizz,Mid-Stage Funding,12500000.0,Quizizz is a Education based startup,2021,Bangalore,Education,2015.0,"Eight Roads Ventures India, Nexus Venture Partners"
2435,Ecom Express,Other Funding Types,20000000.0,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,New Delhi,Retail,2012.0,"CDC Group, Partners Group"
2436,Turtlemint,Late-Stage Funding,45000000.0,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,Mumbai,Financial Services,2015.0,Jungle Ventures
2437,Captain Fresh,Early-Stage Funding,3000000.0,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,Bangalore,Business Services,2019.0,"Matrix Partners India, Ankur Capital"
2438,Northern Arc,Special Funding Types,10000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,Chennai,Financial Services,2008.0,"U.S. International Development Finance Corp, Asian Development Bank"
2439,Qoohoo,Early-Stage Funding,800000.0,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,Bangalore,IT & Technology,2020.0,Angel investors
2440,IGL,Other Funding Types,500000.0,Indian Gaming League is the premier eSports platform in India.,2021,Mumbai,Media & Entertainment,2016.0,"Hungama, Hindustan Talkies"
2441,AMPM,Other Funding Types,200000.0,24*7 convenience store,2021,Gurugram,Retail,2018.0,Agility Venture Partners
2442,The ePlane,Early-Stage Funding,1000000.0,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2021,Chennai,Manufacturing,2016.0,"Speciale Invest, Farid Ahsan"
2443,Cashify,Other Funding Types,15000000.0,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2021,Gurugram,Retail,2009.0,"Bessemer Venture Partners, CDH Investments"
2444,Bijnis,Other Funding Types,3500000.0,Digitizing the Factories of the Unorganised Industries.,2021,New Delhi,Business Services,2014.0,"Sequoia Capital India, Matrix Partners India"
2445,Questt,Early-Stage Funding,1000000.0,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2021,Gurugram,Education,2020.0,"Chiratae Ventures, AET Fund"
2446,DealShare,Special Funding Types,3000000.0,DealShare is a Social Commerce Startup,2021,Jaipur,Retail,2018.0,"Omidyar Network, Falcon Edge Capital"
2447,Euler Motors,Mid-Stage Funding,4000000.0,Electric Light Commercial Vehicle,2021,New Delhi,Manufacturing,2018.0,"Jetty Ventures, Srinivas Anumolu"
2448,Blume Ventures,Other Funding Types,40000000.0,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2021,Mumbai,Financial Services,2011.0,Avendus
2449,KoineArth,Early-Stage Funding,1800000.0,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,Bangalore,IT & Technology,2018.0,YourNest
2450,ImaginXP,Other Funding Types,1500000.0,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2021,Pune,Education,2013.0,Venture Catalysts
2451,Virohan,Other Funding Types,3500000.0,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2021,Gurugram,Education,2018.0,"National Skill Development Corporation, Rianta Capital"
2452,Apna.co,Other Funding Types,12500000.0,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2021,Bangalore,Business Services,2019.0,"Sequoia Capital India, Rocketship.vc"
2453,ideaForge,Other Funding Types,2000000.0,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2021,Mumbai,Manufacturing,2007.0,"Infosys, Qualcomm Ventures"
2454,Clairco,Other Funding Types,500000.0,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2021,Bangalore,Energy,2018.0,"Real Estate Accelerator Program (REAP), AngelList"
2455,Northern Arc,Special Funding Types,50000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,Chennai,Financial Services,2008.0,"Asian Development Bank, U.S. International Development Finance Corp"
2456,Lenskart,Other Funding Types,95000000.0,Lenskart is an India-based online shopping portal for eyewear.,2021,Haryana,Consumer Goods,2010.0,"Kohlberg Kravis Roberts, Temasek Holdings"
2457,ParkSmart,Early-Stage Funding,3500000.0,ParkSmart is a parking management application.,2021,New Delhi,Manufacturing,2018.0,"Shireen Rangaswamy, Dilesh Gathani"
2458,Virohan,Mid-Stage Funding,3000000.0,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,Gurugram,Education,2018.0,"Rebright Partners, Wadhwani Foundation"
2459,BankSathi,Early-Stage Funding,200000.0,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,New Delhi,Financial Services,2019.0,"Dinesh Godara, Aditya Talwar"
2460,Spark Studio,Early-Stage Funding,3500000.0,Online courses to build creativity and confidence in children through extra-curricular learning,2021,Bangalore,Education,2020.0,Better Capital
2461,BlissClub,Early-Stage Funding,2000000.0,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,Bangalore,Consumer Goods,2020.0,Elevation Capital
2462,BricSpaces,Early-Stage Funding,350000.0,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,Bangalore,Real Estate,2018.0,Angel investors
2463,ANSR,Mid-Stage Funding,15000000.0,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,Bangalore,Business Services,2008.0,"Sistema Asia Capital, Evolvence India Fund"
2464,Keito,Early-Stage Funding,3500000.0,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,Pune,IT & Technology,2016.0,"Rajesh Agarwal, Nandkishore Mundada"
2465,Reccy Adventures,Early-Stage Funding,400000.0,Reccy Adventures is an adventure sports startup.,2021,Gurugram,Sports,2019.0,"Kallol Banerjee, Jaydeep Barman"
2466,Magenta EV,Mid-Stage Funding,15000000.0,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,Mumbai,Energy,2017.0,"JITO Angel Network, LetsVenture"
2467,Karbon Card,Early-Stage Funding,1000000.0,Karbon Card is a financial platform for Indian entrepreneurs.,2021,Bangalore,Financial Services,2019.0,"MyAsia VC, Orios Venture Partners"
2468,Wysa,Mid-Stage Funding,5000000.0,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,Bangalore,IT & Technology,2015.0,"W Health Ventures, Pi Ventures"
2469,Agnikul,Mid-Stage Funding,11000000.0,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,Chennai,IT & Technology,2017.0,"Artha India Ventures, Sriram Krishnan"
2470,LegalPay,Early-Stage Funding,3500000.0,A trusted financial partner for advocates and corporate.,2021,New Delhi,Financial Services,2019.0,9Unicorns
2471,Glamplus,Early-Stage Funding,200000.0,India's #1 SaaS based Salon experience Software,2021,Bangalore,IT & Technology,2020.0,Inflection Point Ventures
2472,Tekie,Early-Stage Funding,1500000.0,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,Gurugram,Education,2017.0,"GSV, Multiply Ventures"
2473,Asirvad Microfinance,Other Funding Types,15000000.0,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021,Chennai,Financial Services,2007.0,"WorldBusiness Capital, Northern Arc"
2474,Avalon Labs,Early-Stage Funding,3500000.0,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,Bangalore,Financial Services,2017.0,"Tanglin Ventures, Better Capital, Whiteboard Capital"
2475,Betterhalf.ai,Early-Stage Funding,3000000.0,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,Bangalore,Others,2016.0,"Y Combinator, Rehan A Khan"
2476,Koo,Mid-Stage Funding,30000000.0,Koo App operates as a microblogging app.,2021,Bangalore,Media & Entertainment,2020.0,"Balaji Srinivasan, Naval Ravikant"
2477,Rezo.ai,Early-Stage Funding,3500000.0,Conversational AI platform - Innovate the way you communicate,2021,Noida,IT & Technology,2017.0,"Devesh Sachdev, Bhavesh Manglani"
2478,Mentoria,Early-Stage Funding,200000.0,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,Mumbai,Education,2015.0,"Pradeep K Jaisingh, Jayant Mehrotra"
2479,Cuvette Tech,Early-Stage Funding,1800000.0,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,Bangalore,Business Services,2020.0,"Varun Alagh, Harish Daiya"
2480,Clensta,Other Funding Types,600000.0,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,New Delhi,Healthcare & Life Sciences,2016.0,"IAN Fund, World Startup Factory"
2481,FarMart,Early-Stage Funding,24000000.0,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,Gurugram,Agriculture,2015.0,"Omidyar Network India, Avaana Capital"
2482,Kodo Card,Early-Stage Funding,8000000.0,Kodo card is a corporate card for new economy businesses in India.,2021,Mumbai,Financial Services,2019.0,"Brex, Y-Combinator"
2483,Polygon,Other Funding Types,3500000.0,Polygon is a blockchain scalability platform.,2021,Mumbai,Financial Services,2017.0,"Mark Cuban, MiH Ventures"
2484,Get My Parking,Other Funding Types,6000000.0,"Get My Parking, is a B2B Platform-as-a-Service company.",2021,New Delhi,Transportation & Logistics,2015.0,"IvyCap Ventures, IAN Fund"
2485,Cellestial,Early-Stage Funding,500000.0,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,Hyderabad,Manufacturing,2019.0,"Gurj Aujla, Ashik K"
2486,FanCode,Other Funding Types,50000000.0,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021,Mumbai,Sports,2019.0,Dream Sports
2487,Jai Kisan,Mid-Stage Funding,30000000.0,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,Mumbai,Financial Services,2017.0,"The Chatterjee Group, Prophetic Ventures"
2488,Plum,Mid-Stage Funding,15000000.0,High quality health insurance and health benefits,2021,Bangalore,Healthcare & Life Sciences,2019.0,"Harsh Jain, Lalit Keshre"
2489,ThatMate,Other Funding Types,140000.0,ThatMate is a sexual and mental wellness app for teens.,2021,Satara,Healthcare & Life Sciences,2019.0,"Supriya Kumari, Premanshu Singh"
2490,Klassroom,Early-Stage Funding,200000.0,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,Mumbai,Education,2016.0,ah! Ventures
2491,Convin,Early-Stage Funding,300000.0,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,Bangalore,IT & Technology,2019.0,"9Unicorns Accelerator Fund, Sunder Nookala"
2492,Mensa Brands,Mid-Stage Funding,50000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,Bangalore,Consumer Goods,2021.0,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
2493,Disruptium,Other Funding Types,200000.0,A consultancy platform for startups,2021,Ahmedabad,Business Services,2021.0,Pravesh Mehta
2494,MedTel Healthcare,Early-Stage Funding,5000000.0,An aggregator for Digital Health Clinics in low resource settings.,2021,Odisha,Healthcare & Life Sciences,2017.0,Undisclosed
2495,Pickright Technologies,Other Funding Types,200000.0,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,Bangalore,Financial Services,2019.0,"Gaurav Gupta, Vivek Srivatsav"
2496,Ingenium,Early-Stage Funding,3500000.0,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,New Delhi,Education,2018.0,Lead Angels
2497,BharatPe,Special Funding Types,6000000.0,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,New Delhi,Financial Services,2018.0,"Amplo, Insight Partners"
2498,RuleZero,Early-Stage Funding,1000000.0,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,Bangalore,IT & Technology,2019.0,"Induslaw, Reddy Futures"
2499,Rubix Data Sciences,Early-Stage Funding,800000.0,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,Mumbai,IT & Technology,2018.0,Undisclosed
2500,Locobuzz,Mid-Stage Funding,4000000.0,LocoBuzz is an analytics-based integrated marketing platform.,2021,Mumbai,IT & Technology,2011.0,Yuj Ventures
2501,We Founder Circle,Early-Stage Funding,2000000.0,"A global platform of founders for founders offering investment, network and business opportunities.",2021,Mumbai,Financial Services,2020.0,Geekster
2502,Haqdarshak,Early-Stage Funding,800000.0,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,Jaipur,Financial Services,2015.0,"Manish Subramaniam, Upaya Social Ventures"
2503,Celcius,Early-Stage Funding,3500000.0,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,Mumbai,Transportation & Logistics,2020.0,Eaglewings Ventures
2504,Enthu.ai,Other Funding Types,200000.0,Enthu.AI operates as a conversation intelligence startup.,2021,Chandigarh,IT & Technology,2020.0,Appit Simple Infotek
2505,Myelin Foundry,Early-Stage Funding,1000000.0,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,Bangalore,IT & Technology,2019.0,Beyond Next Ventures
2506,SuperOps.ai,Early-Stage Funding,3000000.0,SuperOps.ai is an early stage startup in the MSP space.,2021,Chennai,IT & Technology,2020.0,"Ramakant Sharma, Elevation Capital"
2507,6Degree,Other Funding Types,1000000.0,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,Mumbai,Retail,2014.0,"Keiretsu Forum, SucSEED Venture Partners"
2508,Teachmint,Mid-Stage Funding,16500000.0,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,Bangalore,Education,2020.0,"Lightspeed India Partners, CM Ventures"
2509,Sarathi,Early-Stage Funding,100000.0,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,Jodhpur,Healthcare & Life Sciences,2020.0,Undisclosed
2510,Jidoka Technologies,Early-Stage Funding,340000.0,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,Chennai,IT & Technology,2018.0,Undisclosed
2511,Rapido,Late-Stage Funding,43000000.0,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,Bangalore,Transportation & Logistics,2015.0,"Skycatcher, Nexus Venture Partners"
2512,BYJU'S,Other Funding Types,150000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,Bangalore,Education,2011.0,"Tiga Investments, Baron Capital"
2513,ElasticRun,Late-Stage Funding,75000000.0,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,Pune,Retail,2015.0,"Avataar Venture Partners, Kalaari Capital"
2514,Avail Finance,Special Funding Types,3000000.0,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,Bangalore,Financial Services,2017.0,"Alteria Capital, Matrix Partners India"
2515,Nivesh,Early-Stage Funding,1600000.0,Nivesh.com is a mass market mutual funds investment platform.,2021,Noida,Financial Services,2016.0,"Raghav Kapur, Indian Angel Network"
2516,Thingsup,Other Funding Types,1000000.0,Thingsup is an Enterprise Grade IoT Platform.,2021,Pune,IT & Technology,2020.0,GSF Accelerator
2517,Arthya Wealth and Investments,Early-Stage Funding,1000000.0,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,Mumbai,Financial Services,2020.0,"Rishi Kumar Bagla, Krishen Lal Khanna"
2518,Zepto,Other Funding Types,60000000.0,Grocery delivery startup,2021,Mumbai,Retail,2021.0,"Glade Brook Capital, Nexus, Y Combinator"
2519,Fi,Mid-Stage Funding,50000000.0,Fi is a neo bank.,2021,Bangalore,Financial Services,2019.0,"Capital Group, Falcon Edge"
2520,Kiko Live,Early-Stage Funding,1000000.0,Video-based social commerce startup,2021,Gurugram,Retail,2020.0,"Dinesh Agarwal, Amarjit Batra"
2521,TurboHire,Other Funding Types,3500000.0,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,Hyderabad,IT & Technology,2019.0,"Arcilla, Samir Khosla"
2522,The Hosteller,Early-Stage Funding,1000000.0,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,Mumbai,Travel & Tourism,2015.0,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
2523,SatSure,Other Funding Types,3500000.0,SatSure is an innovative decision analytics company,2021,Bangalore,Manufacturing,2017.0,Baring PE India
2524,Ruptok Fintech,Early-Stage Funding,2000000.0,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,New Delhi,Financial Services,2020.0,Manuvel Malabar Jewellers
2525,VilCart,Other Funding Types,2000000.0,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,Bangalore,Retail,2017.0,Nabventures
2526,Dogsee Chew,Early-Stage Funding,7000000.0,100% Natural Dog Treats.,2021,Bangalore,Consumer Goods,2015.0,Sixth Sense Ventures
2527,Advantage Club,Early-Stage Funding,3300000.0,Advantage Club is India's largest employee engagement platform.,2021,Gurugram,Business Services,2014.0,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
2528,TRDR,Other Funding Types,150000.0,TRDR is an all-new approach to investing.,2021,Bangalore,Financial Services,2020.0,"Kunal Shah, Snehal Fulzele"
2529,Zoomcar,Other Funding Types,92000000.0,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,Bangalore,Transportation & Logistics,2012.0,SternAegis Ventures
2530,Leap India,Other Funding Types,10000000.0,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,Mumbai,Transportation & Logistics,2013.0,CDC Group
2531,SuperBottoms,Other Funding Types,400000.0,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,Mumbai,Consumer Goods,2015.0,Alteria Capital
2532,Cora Health,Early-Stage Funding,600000.0,Social commerce marketplace for everyday health and wellness.,2021,Bangalore,Healthcare & Life Sciences,2020.0,Indian Angel Network
2533,Battery Smart,Early-Stage Funding,7000000.0,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,New Delhi,Energy,2019.0,"Blume Ventures, Orios Ventures"
2534,The Good Glamm Group,Late-Stage Funding,150000000.0,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,Pune,IT & Technology,2021.0,"Warburg Pincus﻿, Prosus Ventures"
2535,Mosaic Wellness,Mid-Stage Funding,24000000.0,A platform of digital first health clinics for men and women,2021,Mumbai,Healthcare & Life Sciences,2019.0,Sequoia
2536,CloudFiles,Early-Stage Funding,300000.0,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,Bangalore,IT & Technology,2020.0,Titan Capital
2537,The Viral Fever,Other Funding Types,2000000.0,India's leading digital entertainment network.,2021,Mumbai,Media & Entertainment,2012.0,BlackSoil
2538,Xpand,Early-Stage Funding,1500000.0,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,New Delhi,Retail,2021.0,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
2539,Troo Good,Mid-Stage Funding,7000000.0,An FMCG company selling nutritious products at an affordable price points.,2021,Hyderabad,Retail,2018.0,OAKS Asset Management
2540,Prodo,Early-Stage Funding,300000.0,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021,New Delhi,Business Services,2021.0,"Titan Capital, LetsVenture"
2541,Unnati,Mid-Stage Funding,7000000.0,Fintech powered digital agri ecosystem,2021,Noida,Financial Services,2019.0,"Incofin, NabVentures, Orios"
2542,Lysto,Early-Stage Funding,3000000.0,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021,Bangalore,IT & Technology,2021.0,BEENEXT
